,town_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+
264,原町１丁目,9,4,6,5,5,2,3,8,6,1,5,7,5,3,5,6,9,3,6,8,10,17,9,5,12,19,17,11,4,11,10,12,16,17,8,14,12,11,13,15,11,6,12,13,11,7,10,11,12,24,10,17,14,16,8,24,10,10,14,15,15,9,13,14,9,4,8,8,8,10,12,5,18,8,7,10,10,2,4,5,7,4,4,6,7,5,7,9,7,1,3,2,2,1,1,0,1,0,0,1,1
265,原町２丁目,8,3,9,8,3,3,3,9,4,10,7,9,9,1,2,6,9,5,8,6,5,9,5,9,6,8,14,8,8,12,8,13,11,12,11,5,15,5,13,10,18,18,15,10,11,11,14,10,5,6,11,11,7,6,4,9,1,5,9,13,6,3,5,8,6,7,9,8,5,3,6,8,7,6,4,0,8,3,5,5,5,2,8,4,4,2,4,5,4,6,1,1,0,3,4,1,1,0,1,0,0
266,原町３丁目,4,4,4,6,9,1,5,3,4,1,4,2,2,2,1,2,1,2,6,2,7,6,8,10,12,16,10,10,8,14,10,15,9,14,13,7,10,7,9,9,6,6,10,11,12,9,11,3,7,5,11,4,11,6,8,7,4,3,6,6,4,3,3,10,2,4,7,3,6,5,6,8,3,4,4,2,6,2,5,5,3,2,4,7,3,4,0,1,1,2,1,1,1,1,0,0,0,1,1,0,0
267,原町４丁目,1,5,5,0,3,7,2,1,5,4,1,0,0,2,1,0,3,4,2,2,5,8,3,7,6,6,5,4,4,10,8,6,2,11,3,2,7,9,8,2,8,4,7,3,6,2,1,6,6,2,7,6,4,3,3,3,4,8,7,9,9,3,5,3,3,13,3,2,5,5,3,5,3,1,3,1,2,1,1,2,3,0,1,0,3,2,2,0,3,1,0,0,3,0,2,1,0,0,0,0,0
268,原町５丁目,4,6,3,6,2,1,3,1,2,0,0,3,2,4,3,1,2,1,4,2,6,9,12,9,10,9,16,8,8,6,12,7,17,6,9,7,11,8,5,7,8,9,8,1,4,5,13,4,6,6,5,4,2,6,2,7,3,4,7,6,5,4,5,4,7,12,4,6,9,8,8,9,2,2,3,3,2,7,0,5,7,3,4,5,6,7,3,8,2,1,2,2,2,0,0,2,1,1,0,0,2
269,原町６丁目,4,0,0,3,2,3,3,0,1,0,1,0,0,2,1,1,3,1,3,2,3,3,3,5,0,2,3,2,5,4,7,5,1,5,0,1,2,3,0,0,1,2,2,3,3,1,3,4,1,1,0,2,1,3,2,1,2,1,0,0,0,2,0,0,2,3,3,5,3,2,2,0,2,1,1,0,3,2,1,1,3,1,0,0,1,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0
270,東仙台１丁目,5,4,5,3,3,6,7,4,8,3,5,9,5,10,5,2,4,8,5,6,9,19,16,18,17,13,15,20,12,13,7,12,6,12,14,10,13,16,14,10,11,7,8,8,17,13,8,9,13,9,6,12,8,3,13,14,3,10,10,1,10,11,9,8,5,7,6,11,11,7,10,12,15,9,4,10,9,7,12,7,7,2,8,9,5,4,2,2,10,6,5,0,2,3,5,1,2,4,0,0,1
271,東仙台２丁目,6,2,4,0,7,3,4,8,8,4,5,2,4,6,4,4,0,7,3,3,10,15,14,13,17,16,6,9,15,12,19,10,10,10,7,11,5,10,11,9,11,5,5,13,10,13,19,9,15,9,8,7,8,12,11,6,8,5,8,6,2,4,7,4,9,7,7,5,6,9,8,6,4,3,3,4,4,3,4,1,3,3,4,5,2,2,2,3,0,0,1,2,3,1,0,1,1,0,2,0,0
272,東仙台３丁目,3,2,3,2,1,1,2,1,1,1,0,2,2,2,2,5,1,0,3,1,2,4,7,4,4,7,6,10,6,5,6,0,6,5,6,8,7,7,4,6,6,4,1,1,5,7,5,4,4,6,7,0,6,7,10,2,3,2,5,7,5,1,3,5,3,1,1,5,11,3,4,9,9,5,3,2,8,2,5,2,2,9,5,2,6,6,3,3,2,2,0,1,2,0,0,0,0,0,0,0,0
273,東仙台４丁目,6,4,4,7,8,9,17,17,15,11,25,18,10,16,11,11,12,12,9,5,4,10,8,5,3,11,5,4,6,5,8,7,6,12,19,9,14,17,12,17,14,17,17,18,19,15,20,21,18,20,11,14,12,10,9,9,12,6,10,6,6,11,7,9,9,5,6,7,5,8,3,5,5,2,7,1,5,1,8,1,2,1,5,2,2,1,6,2,1,1,0,1,1,1,0,0,0,0,0,0,0
274,東仙台５丁目,3,4,4,3,4,7,2,3,1,3,1,6,6,5,0,2,5,7,7,8,7,11,10,7,3,5,12,9,6,3,7,7,10,9,13,3,7,8,11,11,4,9,5,8,8,12,8,9,9,11,11,4,12,10,13,11,7,5,7,8,3,9,8,6,12,9,5,11,14,5,10,13,16,16,13,5,7,11,13,9,7,5,6,3,4,10,7,4,2,5,5,4,4,3,1,1,2,1,4,0,0
275,東仙台６丁目,2,6,2,6,2,4,2,12,3,4,5,5,5,6,4,5,5,6,5,7,4,13,9,12,4,11,7,3,10,3,4,4,4,11,9,5,9,8,5,6,10,4,11,6,8,9,9,4,10,14,10,8,10,8,4,8,9,11,6,6,9,14,6,7,8,13,7,6,9,12,6,6,8,3,5,6,5,4,4,4,4,5,5,3,5,8,6,6,3,10,3,6,4,7,7,3,2,2,2,0,3
276,東仙台７丁目,3,3,3,4,8,3,4,4,1,2,3,5,0,1,2,1,2,5,2,4,6,5,3,2,2,6,1,4,8,5,6,8,5,6,9,4,3,5,5,4,8,3,8,6,6,6,7,6,1,4,6,4,2,4,3,5,3,5,3,2,8,8,4,8,5,9,5,5,8,6,7,7,4,3,2,8,5,5,7,5,3,1,6,3,3,3,1,1,4,0,0,1,3,0,1,3,1,0,1,0,0
277,東宮城野,3,5,6,4,7,8,10,4,14,7,8,6,7,4,9,13,4,9,10,11,10,15,15,10,13,16,11,8,11,11,9,6,8,5,8,10,12,13,9,5,9,7,8,9,7,10,9,16,11,8,13,7,9,7,2,8,6,11,5,9,6,6,7,2,5,9,4,10,5,6,6,10,10,9,2,5,7,4,4,4,2,0,4,5,5,2,3,0,2,1,2,0,0,1,1,0,0,0,0,0,0
278,日の出町１丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
279,日の出町２丁目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
280,日の出町３丁目,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
281,福住町,4,3,7,7,6,5,5,4,7,9,3,4,8,4,2,6,5,12,6,7,10,11,9,18,7,15,7,10,10,11,3,10,10,7,10,9,14,4,7,8,4,14,12,9,16,13,15,15,8,14,3,15,12,3,9,5,12,11,9,7,8,8,8,6,8,9,8,5,5,11,11,12,11,6,8,8,10,13,6,3,9,7,8,7,5,5,3,1,1,3,4,2,2,0,2,1,1,2,0,0,1
282,福田町１丁目,4,10,6,3,3,6,4,9,7,6,5,4,3,9,3,5,4,4,3,5,7,9,11,4,5,9,7,4,8,8,10,9,4,7,6,13,15,5,8,9,10,9,11,10,14,10,11,12,9,13,7,8,7,11,10,7,8,15,6,11,6,11,9,4,4,5,4,10,4,3,3,5,9,5,3,5,3,4,5,4,8,2,4,4,3,5,3,1,1,3,4,3,2,0,0,3,0,0,0,0,0
283,福田町２丁目,17,11,14,9,19,13,14,13,11,12,8,11,6,8,6,11,9,11,7,11,6,16,17,15,22,26,19,27,17,26,19,18,20,22,20,27,22,24,20,29,23,23,19,18,25,24,12,23,8,19,15,7,8,9,15,15,16,15,15,9,17,10,9,14,13,9,5,9,20,16,20,12,7,11,1,9,8,14,7,8,11,8,5,3,4,9,4,7,8,6,3,3,3,1,4,0,1,0,0,0,0
284,福田町３丁目,2,1,3,1,3,0,6,0,2,2,4,2,3,2,3,1,3,0,0,1,0,1,2,7,3,3,2,1,4,1,6,3,4,2,3,2,2,7,1,1,3,3,0,3,8,4,4,2,6,2,4,4,4,0,4,2,2,2,1,0,3,3,5,2,2,4,2,1,2,1,5,4,4,4,0,2,3,1,2,2,1,4,2,0,0,4,0,0,1,1,2,1,0,0,0,0,1,1,0,0,0
285,福田町４丁目,5,4,0,0,3,2,4,4,3,4,3,3,1,0,2,6,4,3,3,4,2,8,2,3,5,6,5,2,4,5,5,4,4,6,7,5,3,5,4,9,1,9,6,6,2,6,9,5,8,5,7,6,7,6,5,4,2,5,1,5,5,5,1,3,6,7,3,10,6,3,6,4,3,1,4,3,5,1,4,4,4,0,1,3,1,0,0,1,2,4,1,1,2,1,0,0,0,0,0,1,0
286,福田町南１丁目,2,0,1,2,6,1,4,0,2,1,0,0,1,1,0,1,0,2,0,4,3,1,1,2,1,1,1,1,3,1,3,4,2,5,1,3,3,4,3,2,0,3,1,4,0,1,6,4,3,2,1,2,0,0,2,2,2,1,1,0,2,0,0,1,0,1,0,4,1,3,0,1,1,1,0,1,0,1,1,4,3,0,2,1,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
287,福田町南２丁目,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
302,福室,1,4,2,2,6,5,1,5,3,4,4,6,5,8,6,1,7,6,5,2,2,7,4,5,3,1,2,2,5,4,7,5,1,4,6,4,7,6,4,9,6,9,5,3,9,8,9,6,9,7,5,7,7,8,7,2,1,4,3,4,3,5,0,6,6,5,7,4,8,9,6,9,8,9,7,10,5,6,7,8,2,3,3,1,5,6,3,3,1,2,1,1,1,1,1,0,0,1,0,0,0
303,福室１丁目,3,2,2,3,1,5,1,6,0,3,2,1,2,3,4,7,1,2,1,2,1,5,4,4,3,9,4,4,4,7,3,1,6,3,4,6,6,5,8,5,5,8,10,0,5,5,12,10,6,3,5,5,8,8,7,3,6,8,5,4,9,2,7,4,2,4,6,7,5,5,1,3,2,3,3,7,2,3,3,4,1,2,1,0,5,2,3,2,0,1,0,0,2,1,0,0,0,0,0,0,0
304,福室２丁目,6,8,3,4,10,5,4,6,8,4,7,9,5,1,9,7,13,8,7,6,14,3,13,10,12,11,13,15,19,14,8,21,12,12,9,14,12,9,11,8,10,14,17,8,9,30,16,31,17,18,19,25,14,20,10,19,15,14,16,13,13,19,19,16,17,13,17,13,23,17,16,16,20,10,5,14,8,5,6,6,7,6,4,6,5,4,5,4,4,2,1,4,0,2,2,0,1,0,1,0,0
305,福室３丁目,13,14,10,14,14,15,7,12,14,17,13,11,13,8,11,11,18,24,14,14,15,20,12,19,19,17,21,22,23,27,22,30,27,22,30,18,30,23,18,21,16,20,27,26,22,29,31,29,18,16,19,22,26,14,15,23,15,14,19,20,21,15,10,9,10,14,14,18,9,16,10,18,15,6,9,7,14,7,8,5,12,4,9,6,9,8,2,7,2,2,4,3,0,2,3,1,3,0,0,0,0
306,福室４丁目,5,6,11,4,8,6,4,13,3,5,4,6,4,7,5,8,2,6,4,8,5,4,4,6,6,3,3,15,6,7,14,5,12,2,9,5,10,13,10,14,7,9,5,7,9,9,11,9,10,4,9,6,7,7,7,5,11,9,3,4,9,3,1,6,10,6,9,7,11,8,7,11,10,8,7,4,8,5,6,5,5,6,7,4,8,4,3,3,6,3,3,2,0,1,2,1,0,1,0,1,1
307,福室５丁目,4,5,8,8,8,6,9,9,9,3,17,14,12,9,12,9,10,11,17,9,10,8,15,8,10,12,9,12,3,9,7,8,11,10,13,18,13,13,18,10,18,18,14,23,18,22,18,16,20,23,31,28,15,15,10,7,11,18,11,11,11,12,9,10,8,14,17,30,17,14,17,22,21,13,11,12,19,18,12,16,13,15,10,12,10,7,6,9,5,5,4,5,2,4,4,1,2,0,0,0,0
308,福室６丁目,6,7,7,8,15,13,14,11,13,12,10,9,11,12,10,12,25,21,11,13,7,12,22,12,15,18,12,13,13,4,11,11,8,12,9,12,9,13,7,18,13,21,17,22,20,19,20,8,31,18,23,18,20,13,11,13,13,14,18,10,8,13,9,10,15,9,15,15,14,15,26,15,16,17,7,12,16,14,16,21,10,13,9,9,8,12,6,8,5,8,2,1,3,1,1,0,1,0,1,0,1
309,福室７丁目,5,2,2,2,3,7,6,3,2,3,8,7,5,5,4,3,7,4,2,6,13,7,5,3,7,8,6,7,12,9,5,6,2,7,3,10,6,6,6,7,7,8,5,6,18,6,6,13,10,6,9,13,11,7,3,17,9,12,12,9,5,6,0,5,10,11,11,10,3,8,9,6,7,3,6,7,6,2,4,7,5,7,5,4,10,8,8,4,4,5,4,5,2,2,1,2,1,0,0,1,0
310,平成１丁目,4,6,5,3,4,3,1,5,5,8,3,0,2,2,7,6,4,3,9,4,12,8,15,9,10,12,8,18,13,7,15,15,11,4,12,9,4,11,12,6,12,13,7,8,15,11,18,10,14,15,12,13,12,15,12,8,10,6,5,8,9,10,4,9,7,14,6,8,10,7,2,10,17,3,7,5,7,3,7,11,12,9,8,3,7,7,5,3,2,4,2,0,2,1,3,0,0,0,0,0,0
311,平成２丁目,2,2,5,5,2,3,1,4,4,2,3,4,1,4,6,6,5,2,5,8,2,12,6,11,8,12,10,10,10,15,10,10,8,11,6,9,9,6,8,9,10,6,9,9,15,12,9,11,5,7,7,6,8,9,13,4,5,8,10,9,8,8,3,10,10,12,9,5,8,12,11,8,7,9,4,6,7,7,9,7,8,5,13,6,6,7,5,1,5,11,5,4,1,4,4,1,2,0,0,2,0
312,枡江,5,2,4,2,5,3,5,1,4,4,0,0,0,3,2,3,4,1,1,2,2,4,5,2,5,5,4,7,3,6,3,5,4,4,2,6,4,4,4,2,3,3,4,2,7,4,4,3,4,4,2,7,7,4,5,5,3,3,4,1,5,4,3,3,4,3,3,1,4,4,2,3,2,2,4,1,1,1,0,2,4,0,2,3,0,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,1
313,松岡町,0,2,0,0,0,0,0,0,1,1,0,0,0,1,3,2,0,0,0,0,5,3,1,0,1,0,2,1,0,2,0,2,3,2,1,2,2,2,2,0,0,1,2,2,1,3,0,2,1,6,1,2,2,0,2,0,1,0,0,1,0,1,1,2,2,2,2,0,3,3,1,4,3,1,1,1,1,0,1,0,1,1,2,2,0,1,0,3,0,0,1,1,0,0,1,1,0,0,0,1,0
314,南目館,7,4,9,6,4,6,3,9,4,3,4,5,2,4,5,7,6,2,4,18,10,13,11,9,13,9,6,3,8,8,4,8,5,5,8,3,8,7,7,9,4,5,9,7,7,10,6,13,4,5,2,9,5,3,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,宮城野１丁目,1,3,4,8,2,2,5,7,4,3,4,10,4,6,3,5,2,1,9,12,10,14,13,10,23,15,9,13,21,16,15,12,12,15,9,9,9,21,14,14,15,11,11,10,15,12,14,8,16,10,5,13,11,10,7,6,11,12,11,7,7,9,6,9,11,10,13,7,16,10,6,14,8,6,6,6,7,8,11,5,6,3,4,3,7,8,6,4,4,7,3,3,5,0,3,2,0,3,1,1,0
316,宮城野２丁目,7,5,7,7,3,8,5,3,11,9,7,4,8,8,6,5,10,5,7,21,28,9,7,14,9,15,19,9,15,12,13,15,17,12,11,11,16,11,11,15,9,11,14,11,8,16,10,9,10,12,6,15,12,4,8,14,14,12,20,11,8,10,7,8,4,7,10,5,5,6,6,8,8,6,5,4,5,10,7,5,5,5,6,5,1,1,6,1,4,2,2,2,1,2,4,0,0,0,2,0,0
317,宮城野３丁目,10,8,5,7,5,7,9,8,5,7,4,8,7,3,2,3,7,0,6,6,6,4,0,7,7,12,11,7,9,11,11,10,15,4,12,8,10,10,13,11,9,17,10,10,10,12,10,10,10,9,10,8,5,7,6,5,8,7,10,9,5,10,5,12,12,9,8,8,5,5,8,4,8,3,2,2,2,3,4,0,2,1,2,3,3,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
318,宮千代１丁目,15,11,3,6,7,6,11,7,8,5,4,9,6,7,4,4,8,10,9,11,16,10,13,21,18,17,11,22,17,11,6,12,17,15,8,10,13,12,12,8,7,15,17,10,16,11,19,5,15,10,7,8,10,10,12,10,11,9,4,2,12,9,9,10,11,7,6,16,13,13,8,12,8,6,6,4,6,5,8,3,6,4,4,6,2,4,6,4,3,9,5,4,0,1,0,2,0,0,1,0,0
319,宮千代２丁目,4,2,10,6,5,1,4,3,3,6,6,3,6,3,4,4,6,5,4,4,3,5,9,6,11,7,11,7,6,9,13,9,10,12,11,5,9,11,12,9,9,13,11,11,11,11,10,9,16,7,11,7,6,5,8,11,6,7,7,9,7,6,5,11,6,8,5,4,10,4,5,5,6,3,3,6,10,12,6,5,4,1,1,1,4,3,2,4,1,0,2,1,0,1,0,0,1,0,0,0,0
320,宮千代３丁目,5,9,11,6,3,5,4,3,4,5,5,1,6,2,1,6,5,4,2,6,3,5,6,6,10,2,10,9,23,6,8,15,8,9,8,8,9,6,7,7,3,5,10,6,12,6,9,16,14,10,6,6,7,3,9,8,5,10,7,4,6,4,2,3,3,5,3,4,8,4,9,3,6,2,5,4,3,5,2,3,5,2,1,2,2,2,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0
321,元寺小路,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,2,2,2,3,3,3,6,2,1,3,2,4,3,2,1,1,4,4,3,4,2,2,2,2,3,0,0,1,1,5,1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
